id,phenomenon,standard_sentence,informal_sentence,meaning_same,notes,n_phenomena,component_phenomena,subphenomena,is_pure
182,verlan+sms,Ta mère est énervée à cause du message d'aujourd'hui.,Ta reum est vénère à cause du msg d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
183,verlan+sms,Merci à ta mère pour le numéro du rendez-vous.,Cimer à ta reum pr le num du rdv.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
184,verlan+sms,Ta mère prépare la fête de demain et le message est prêt.,Ta reum prépare la teuf de demain et le msg est prêt.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
185,verlan+sms,"Peux-tu confirmer le rendez-vous à ta mère, s'il vous plaît ?","Peux-tu confirmer le rdv à ta reum, svp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
186,verlan+sms,"Peux-tu envoyer le numéro du rendez-vous à mon frère, s'il te plaît ?","Peux-tu envoyer le num du rdv à mon reuf, stp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
187,verlan+sms,Mon frère est louche à cause du message d'aujourd'hui.,Mon reuf est chelou à cause du msg d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
188,verlan+sms,Merci à mon frère pour le numéro du rendez-vous.,Cimer à mon reuf pr le num du rdv.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
189,verlan+sms,Mon frère prépare la fête de demain et le message est prêt.,Mon reuf prépare la teuf de demain et le msg est prêt.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
190,verlan+sms,"Peux-tu confirmer le rendez-vous à mon frère, s'il vous plaît ?","Peux-tu confirmer le rdv à mon reuf, svp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
191,verlan+sms,"Peux-tu envoyer le numéro du rendez-vous à ton frère, s'il te plaît ?","Peux-tu envoyer le num du rdv à ton reuf, stp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
192,verlan+sms,Ton frère est fou à cause du message d'aujourd'hui.,Ton reuf est ouf à cause du msg d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
193,verlan+sms,Merci à ton frère pour le numéro du rendez-vous.,Cimer à ton reuf pr le num du rdv.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
194,verlan+sms,Ton frère prépare la fête de demain et le message est prêt.,Ton reuf prépare la teuf de demain et le msg est prêt.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
195,verlan+sms,"Peux-tu confirmer le rendez-vous à ton frère, s'il vous plaît ?","Peux-tu confirmer le rdv à ton reuf, svp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
196,verlan+sms,"Peux-tu envoyer le numéro du rendez-vous à son père, s'il te plaît ?","Peux-tu envoyer le num du rdv à son reup, stp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
197,verlan+sms,Son père est lourd à cause du message d'aujourd'hui.,Son reup est relou à cause du msg d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
198,verlan+sms,Merci à son père pour le numéro du rendez-vous.,Cimer à son reup pr le num du rdv.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
199,verlan+sms,Son père prépare la fête de demain et le message est prêt.,Son reup prépare la teuf de demain et le msg est prêt.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
200,verlan+sms,"Peux-tu confirmer le rendez-vous à son père, s'il vous plaît ?","Peux-tu confirmer le rdv à son reup, svp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0
201,verlan+spoken,Je ne sais pas pourquoi cette femme est bizarre.,Je sais pas pourquoi cette meuf est zarbi.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
202,verlan+spoken,Nous allons voir cette femme à la fête ce soir.,On va voir cette meuf à la teuf ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
203,verlan+spoken,Ce n'est pas cette femme qui est bizarre.,C'est pas cette meuf qui est zarbi.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
204,verlan+spoken,Il n'y a pas de fête chez cette femme ce soir.,Y a pas de teuf chez cette meuf ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
205,verlan+spoken,Nous n'allons pas suivre cette femme à la fête.,On va pas suivre cette meuf à la teuf.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
206,verlan+spoken,Je ne sais pas pourquoi ta mère est énervée.,Je sais pas pourquoi ta reum est vénère.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
207,verlan+spoken,Nous allons voir ta mère à la fête ce soir.,On va voir ta reum à la teuf ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
208,verlan+spoken,Ce n'est pas ta mère qui est énervée.,C'est pas ta reum qui est vénère.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
209,verlan+spoken,Il n'y a pas de fête chez ta mère ce soir.,Y a pas de teuf chez ta reum ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
210,verlan+spoken,Nous n'allons pas suivre ta mère à la fête.,On va pas suivre ta reum à la teuf.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
211,verlan+spoken,Je ne sais pas pourquoi mon frère est louche.,Je sais pas pourquoi mon reuf est chelou.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
212,verlan+spoken,Nous allons voir mon frère à la fête ce soir.,On va voir mon reuf à la teuf ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
213,verlan+spoken,Ce n'est pas mon frère qui est louche.,C'est pas mon reuf qui est chelou.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
214,verlan+spoken,Il n'y a pas de fête chez mon frère ce soir.,Y a pas de teuf chez mon reuf ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
215,verlan+spoken,Nous n'allons pas suivre mon frère à la fête.,On va pas suivre mon reuf à la teuf.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
216,verlan+spoken,Je ne sais pas pourquoi ton frère est fou.,Je sais pas pourquoi ton reuf est ouf.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
217,verlan+spoken,Nous allons voir ton frère à la fête ce soir.,On va voir ton reuf à la teuf ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
218,verlan+spoken,Ce n'est pas ton frère qui est fou.,C'est pas ton reuf qui est ouf.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
219,verlan+spoken,Il n'y a pas de fête chez ton frère ce soir.,Y a pas de teuf chez ton reuf ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
220,verlan+spoken,Nous n'allons pas suivre ton frère à la fête.,On va pas suivre ton reuf à la teuf.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
221,verlan+spoken,Je ne sais pas pourquoi son père est lourd.,Je sais pas pourquoi son reup est relou.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
222,verlan+spoken,Nous allons voir son père à la fête ce soir.,On va voir son reup à la teuf ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
223,verlan+spoken,Ce n'est pas son père qui est lourd.,C'est pas son reup qui est relou.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
224,verlan+spoken,Il n'y a pas de fête chez son père ce soir.,Y a pas de teuf chez son reup ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
225,verlan+spoken,Nous n'allons pas suivre son père à la fête.,On va pas suivre son reup à la teuf.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
226,verlan+spoken,Je ne sais pas pourquoi cette femme est bizarre.,Je sais pas pourquoi cette meuf est zarbi.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
227,verlan+spoken,Nous allons voir cette femme à la fête ce soir.,On va voir cette meuf à la teuf ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
228,verlan+spoken,Ce n'est pas cette femme qui est bizarre.,C'est pas cette meuf qui est zarbi.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
229,verlan+spoken,Il n'y a pas de fête chez cette femme ce soir.,Y a pas de teuf chez cette meuf ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
230,verlan+spoken,Nous n'allons pas suivre cette femme à la fête.,On va pas suivre cette meuf à la teuf.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
231,verlan+spoken,Je ne sais pas pourquoi ta mère est énervée.,Je sais pas pourquoi ta reum est vénère.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
232,verlan+spoken,Nous allons voir ta mère à la fête ce soir.,On va voir ta reum à la teuf ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
233,verlan+spoken,Ce n'est pas ta mère qui est énervée.,C'est pas ta reum qui est vénère.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
234,verlan+spoken,Il n'y a pas de fête chez ta mère ce soir.,Y a pas de teuf chez ta reum ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
235,verlan+spoken,Nous n'allons pas suivre ta mère à la fête.,On va pas suivre ta reum à la teuf.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
236,verlan+spoken,Je ne sais pas pourquoi mon frère est louche.,Je sais pas pourquoi mon reuf est chelou.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
237,verlan+spoken,Nous allons voir mon frère à la fête ce soir.,On va voir mon reuf à la teuf ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
238,verlan+spoken,Ce n'est pas mon frère qui est louche.,C'est pas mon reuf qui est chelou.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
239,verlan+spoken,Il n'y a pas de fête chez mon frère ce soir.,Y a pas de teuf chez mon reuf ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
240,verlan+spoken,Nous n'allons pas suivre mon frère à la fête.,On va pas suivre mon reuf à la teuf.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
241,verlan+spoken,Je ne sais pas pourquoi ton frère est fou.,Je sais pas pourquoi ton reuf est ouf.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
242,verlan+spoken,Nous allons voir ton frère à la fête ce soir.,On va voir ton reuf à la teuf ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
243,verlan+spoken,Ce n'est pas ton frère qui est fou.,C'est pas ton reuf qui est ouf.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
244,verlan+spoken,Il n'y a pas de fête chez ton frère ce soir.,Y a pas de teuf chez ton reuf ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
245,verlan+spoken,Nous n'allons pas suivre ton frère à la fête.,On va pas suivre ton reuf à la teuf.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
246,verlan+spoken,Je ne sais pas pourquoi son père est lourd.,Je sais pas pourquoi son reup est relou.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
247,verlan+spoken,Nous allons voir son père à la fête ce soir.,On va voir son reup à la teuf ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
248,verlan+spoken,Ce n'est pas son père qui est lourd.,C'est pas son reup qui est relou.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
249,verlan+spoken,Il n'y a pas de fête chez son père ce soir.,Y a pas de teuf chez son reup ce soir.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
250,verlan+spoken,Nous n'allons pas suivre son père à la fête.,On va pas suivre son reup à la teuf.,1,verlan lexical substitution + spoken syntax/register,2,"verlan, spoken",verlan_lexical; spoken_register,0
251,sms+spoken,Nous allons partir dans quinze minutes pour le rendez-vous de ce matin.,On va partir dans 15 min pr le rdv de ce matin.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
252,sms+spoken,Je ne sais pas si quelqu'un a laissé un message aujourd'hui pour le directeur.,Je sais pas si qqn a laissé un msg ajd pr le directeur.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
253,sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous maintenant ?,Tu peux envoyer le num du rdv maintenant ?,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
254,sms+spoken,Il n'y a pas beaucoup de monde aujourd'hui au bureau.,Y a pas bcp de monde ajd au bureau.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
255,sms+spoken,Nous ne pouvons pas confirmer le rendez-vous maintenant sans le message.,On peut pas confirmer le rdv maintenant sans le msg.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
256,sms+spoken,Nous allons partir dans quinze minutes pour le rendez-vous de ce soir.,On va partir dans 15 min pr le rdv de ce soir.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
257,sms+spoken,Je ne sais pas si quelqu'un a laissé un message aujourd'hui pour la salle.,Je sais pas si qqn a laissé un msg ajd pr la salle.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
258,sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous ce soir ?,Tu peux envoyer le num du rdv ce soir ?,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
259,sms+spoken,Il n'y a pas beaucoup de monde aujourd'hui dans la salle.,Y a pas bcp de monde ajd dans la salle.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
260,sms+spoken,Nous ne pouvons pas confirmer le rendez-vous maintenant sans le numéro.,On peut pas confirmer le rdv maintenant sans le num.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
261,sms+spoken,Nous allons partir dans quinze minutes pour le rendez-vous de demain.,On va partir dans 15 min pr le rdv de demain.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
262,sms+spoken,Je ne sais pas si quelqu'un a laissé un message aujourd'hui pour le dossier.,Je sais pas si qqn a laissé un msg ajd pr le dossier.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
263,sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous demain matin ?,Tu peux envoyer le num du rdv demain matin ?,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
264,sms+spoken,Il n'y a pas beaucoup de monde aujourd'hui au rendez-vous.,Y a pas bcp de monde ajd au rdv.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
265,sms+spoken,Nous ne pouvons pas confirmer le rendez-vous maintenant avant midi.,On peut pas confirmer le rdv maintenant avant midi.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
266,sms+spoken,Nous allons partir dans quinze minutes pour le rendez-vous du bureau.,On va partir dans 15 min pr le rdv du bureau.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
267,sms+spoken,Je ne sais pas si quelqu'un a laissé un message aujourd'hui pour le groupe.,Je sais pas si qqn a laissé un msg ajd pr le groupe.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
268,sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous au groupe ?,Tu peux envoyer le num du rdv au groupe ?,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
269,sms+spoken,Il n'y a pas beaucoup de monde aujourd'hui dans le bus.,Y a pas bcp de monde ajd dans le bus.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
270,sms+spoken,Nous ne pouvons pas confirmer le rendez-vous maintenant pour demain.,On peut pas confirmer le rdv maintenant pr demain.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
271,sms+spoken,Nous allons partir dans quinze minutes pour le rendez-vous du service.,On va partir dans 15 min pr le rdv du service.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
272,sms+spoken,Je ne sais pas si quelqu'un a laissé un message aujourd'hui pour le professeur.,Je sais pas si qqn a laissé un msg ajd pr le professeur.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
273,sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous au bureau ?,Tu peux envoyer le num du rdv au bureau ?,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
274,sms+spoken,Il n'y a pas beaucoup de monde aujourd'hui au service.,Y a pas bcp de monde ajd au service.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
275,sms+spoken,Nous ne pouvons pas confirmer le rendez-vous maintenant pour ce soir.,On peut pas confirmer le rdv maintenant pr ce soir.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
276,sms+spoken,Nous allons partir dans quinze minutes pour le rendez-vous de ce matin.,On va partir dans 15 min pr le rdv de ce matin.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
277,sms+spoken,Je ne sais pas si quelqu'un a laissé un message aujourd'hui pour le directeur.,Je sais pas si qqn a laissé un msg ajd pr le directeur.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
278,sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous maintenant ?,Tu peux envoyer le num du rdv maintenant ?,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
279,sms+spoken,Il n'y a pas beaucoup de monde aujourd'hui au bureau.,Y a pas bcp de monde ajd au bureau.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
280,sms+spoken,Nous ne pouvons pas confirmer le rendez-vous maintenant sans le message.,On peut pas confirmer le rdv maintenant sans le msg.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
281,sms+spoken,Nous allons partir dans quinze minutes pour le rendez-vous de ce soir.,On va partir dans 15 min pr le rdv de ce soir.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
282,sms+spoken,Je ne sais pas si quelqu'un a laissé un message aujourd'hui pour la salle.,Je sais pas si qqn a laissé un msg ajd pr la salle.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
283,sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous ce soir ?,Tu peux envoyer le num du rdv ce soir ?,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
284,sms+spoken,Il n'y a pas beaucoup de monde aujourd'hui dans la salle.,Y a pas bcp de monde ajd dans la salle.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
285,sms+spoken,Nous ne pouvons pas confirmer le rendez-vous maintenant sans le numéro.,On peut pas confirmer le rdv maintenant sans le num.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
286,sms+spoken,Nous allons partir dans quinze minutes pour le rendez-vous de demain.,On va partir dans 15 min pr le rdv de demain.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
287,sms+spoken,Je ne sais pas si quelqu'un a laissé un message aujourd'hui pour le dossier.,Je sais pas si qqn a laissé un msg ajd pr le dossier.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
288,sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous demain matin ?,Tu peux envoyer le num du rdv demain matin ?,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
289,sms+spoken,Il n'y a pas beaucoup de monde aujourd'hui au rendez-vous.,Y a pas bcp de monde ajd au rdv.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
290,sms+spoken,Nous ne pouvons pas confirmer le rendez-vous maintenant avant midi.,On peut pas confirmer le rdv maintenant avant midi.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
291,sms+spoken,Nous allons partir dans quinze minutes pour le rendez-vous du bureau.,On va partir dans 15 min pr le rdv du bureau.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
292,sms+spoken,Je ne sais pas si quelqu'un a laissé un message aujourd'hui pour le groupe.,Je sais pas si qqn a laissé un msg ajd pr le groupe.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
293,sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous au groupe ?,Tu peux envoyer le num du rdv au groupe ?,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
294,sms+spoken,Il n'y a pas beaucoup de monde aujourd'hui dans le bus.,Y a pas bcp de monde ajd dans le bus.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
295,sms+spoken,Nous ne pouvons pas confirmer le rendez-vous maintenant pour demain.,On peut pas confirmer le rdv maintenant pr demain.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
296,sms+spoken,Nous allons partir dans quinze minutes pour le rendez-vous du service.,On va partir dans 15 min pr le rdv du service.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
297,sms+spoken,Je ne sais pas si quelqu'un a laissé un message aujourd'hui pour le professeur.,Je sais pas si qqn a laissé un msg ajd pr le professeur.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
298,sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous au bureau ?,Tu peux envoyer le num du rdv au bureau ?,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
299,sms+spoken,Il n'y a pas beaucoup de monde aujourd'hui au service.,Y a pas bcp de monde ajd au service.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
300,sms+spoken,Nous ne pouvons pas confirmer le rendez-vous maintenant pour ce soir.,On peut pas confirmer le rdv maintenant pr ce soir.,1,sms abbreviation/contraction + spoken syntax/register,2,"sms, spoken",sms_graphic; spoken_register,0
301,verlan+sms+spoken,Je ne sais pas pourquoi cette femme est bizarre avant le rendez-vous d'aujourd'hui.,Je sais pas pk cette meuf est zarbi avant le rdv d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
302,verlan+sms+spoken,Nous allons voir cette femme à la fête dans quinze minutes.,On va voir cette meuf à la teuf dans 15 min.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
303,verlan+sms+spoken,Ce n'est pas cette femme qui envoie le message du rendez-vous aujourd'hui.,C'est pas cette meuf qui envoie le msg du rdv ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
304,verlan+sms+spoken,Il n'y a pas de fête chez cette femme aujourd'hui.,Y a pas de teuf chez cette meuf ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
305,verlan+sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous à cette femme ?,Tu peux envoyer le num du rdv à cette meuf ?,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
306,verlan+sms+spoken,Je ne sais pas pourquoi ta mère est énervée avant le rendez-vous d'aujourd'hui.,Je sais pas pk ta reum est vénère avant le rdv d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
307,verlan+sms+spoken,Nous allons voir ta mère à la fête dans quinze minutes.,On va voir ta reum à la teuf dans 15 min.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
308,verlan+sms+spoken,Ce n'est pas ta mère qui envoie le message du rendez-vous aujourd'hui.,C'est pas ta reum qui envoie le msg du rdv ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
309,verlan+sms+spoken,Il n'y a pas de fête chez ta mère aujourd'hui.,Y a pas de teuf chez ta reum ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
