id,phenomenon,standard_sentence,informal_sentence,meaning_same,notes,n_phenomena,component_phenomena,subphenomena,is_pure,standard_tokens,informal_tokens,standard_token_count,informal_token_count,standard_pll_score,informal_pll_score,standard_nll_score,informal_nll_score,standard_perplexity,informal_perplexity,representation_cosine_similarity,model_family
61,sms,Le rendez-vous commence dans quinze minutes.,Le rdv commence dans 15 min.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Le', '▁rendez', '-', 'vous', '▁commence', '▁dans', '▁quinze', '▁minutes', '.']","['▁Le', '▁rdv', '▁commence', '▁dans', '▁15', '▁min', '.']",9,7,-10.437886555989584,-10.393075125558036,,,,,0.9289371967315674,masked_lm
62,sms,"S'il te plaît, envoie-moi le numéro du dossier.","S'il te plaît, envoie-moi le num du dossier.",1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁S', ""'"", 'il', '▁te', '▁plaît', ',', '▁envoie', '-', 'moi', '▁le', '▁numéro', '▁du', '▁dossier', '.']","['▁S', ""'"", 'il', '▁te', '▁plaît', ',', '▁envoie', '-', 'moi', '▁le', '▁n', 'um', '▁du', '▁dossier', '.']",14,15,-10.439222063337054,-10.433390299479166,,,,,0.9896950721740723,masked_lm
63,sms,Quelqu'un a déplacé le rendez-vous de demain.,Quelqu'un a déplacé le rdv de demain.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Quelqu', ""'"", 'un', '▁a', '▁déplacé', '▁le', '▁rendez', '-', 'vous', '▁de', '▁demain', '.']","['▁Quelqu', ""'"", 'un', '▁a', '▁déplacé', '▁le', '▁rdv', '▁de', '▁demain', '.']",12,10,-10.434303919474283,-10.476670837402343,,,,,0.9736745953559875,masked_lm
64,sms,J'ai beaucoup apprécié ton message.,J'ai bcp apprécié ton msg.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁J', ""'"", 'ai', '▁beaucoup', '▁apprécié', '▁ton', '▁message', '.']","['▁J', ""'"", 'ai', '▁bcp', '▁apprécié', '▁ton', '▁m', 's', 'g', '.']",8,10,-10.407381057739258,-10.40589599609375,,,,,0.9068146347999573,masked_lm
65,sms,Pourquoi as-tu annulé le rendez-vous ?,Pourquoi as-tu annulé le rdv ?,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Pourquoi', '▁a', 's', '-', 'tu', '▁annulé', '▁le', '▁rendez', '-', 'vous', '▁?']","['▁Pourquoi', '▁a', 's', '-', 'tu', '▁annulé', '▁le', '▁rdv', '▁?']",11,9,-10.379119179465555,-10.451100667317709,,,,,0.974250316619873,masked_lm
66,sms,Le message explique pourquoi il est en retard.,Le msg explique pk il est en retard.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Le', '▁message', '▁explique', '▁pourquoi', '▁il', '▁est', '▁en', '▁retard', '.']","['▁Le', '▁m', 's', 'g', '▁explique', '▁p', 'k', '▁il', '▁est', '▁en', '▁retard', '.']",9,12,-10.37318589952257,-10.394207000732422,,,,,0.9511209726333618,masked_lm
67,sms,"S'il vous plaît, confirmez le rendez-vous aujourd'hui.","S'il vous plaît, confirmez le rdv ajd.",1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁S', ""'"", 'il', '▁vous', '▁plaît', ',', '▁confirme', 'z', '▁le', '▁rendez', '-', 'vous', '▁aujourd', ""'"", 'hui', '.']","['▁S', ""'"", 'il', '▁vous', '▁plaît', ',', '▁confirme', 'z', '▁le', '▁rdv', '▁a', 'j', 'd', '.']",16,14,-10.39449691772461,-10.335546221051898,,,,,0.9335622191429138,masked_lm
68,sms,Quelqu'un connaît le numéro du bureau ?,Quelqu'un connaît le num du bureau ?,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Quelqu', ""'"", 'un', '▁connaît', '▁le', '▁numéro', '▁du', '▁bureau', '▁?']","['▁Quelqu', ""'"", 'un', '▁connaît', '▁le', '▁n', 'um', '▁du', '▁bureau', '▁?']",9,10,-10.492575751410591,-10.47763442993164,,,,,0.9846830368041992,masked_lm
69,sms,Nous aurons beaucoup de réunions aujourd'hui.,Nous aurons bcp de réunions ajd.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Nous', '▁aurons', '▁beaucoup', '▁de', '▁réunions', '▁aujourd', ""'"", 'hui', '.']","['▁Nous', '▁aurons', '▁bcp', '▁de', '▁réunions', '▁a', 'j', 'd', '.']",9,9,-10.409415351019966,-10.479665120442709,,,,,0.8001686930656433,masked_lm
70,sms,Pourquoi ce rendez-vous dure-t-il trente minutes ?,Pourquoi ce rdv dure-t-il 30 min ?,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Pourquoi', '▁ce', '▁rendez', '-', 'vous', '▁dure', '-', 't', '-', 'il', '▁trente', '▁minutes', '▁?']","['▁Pourquoi', '▁ce', '▁rdv', '▁dure', '-', 't', '-', 'il', '▁30', '▁min', '▁?']",13,11,-10.292337270883413,-10.269682450727982,,,,,0.9609531164169312,masked_lm
71,sms,Le message de demain contient beaucoup d'informations.,Le msg de demain contient bcp d'informations.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Le', '▁message', '▁de', '▁demain', '▁contient', '▁beaucoup', '▁d', ""'"", 'informations', '.']","['▁Le', '▁m', 's', 'g', '▁de', '▁demain', '▁contient', '▁bcp', '▁d', ""'"", 'informations', '.']",10,12,-10.504379272460938,-10.558977762858072,,,,,0.9313628077507019,masked_lm
72,sms,"S'il te plaît, garde le numéro avec toi.","S'il te plaît, garde le num avec toi.",1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁S', ""'"", 'il', '▁te', '▁plaît', ',', '▁garde', '▁le', '▁numéro', '▁avec', '▁toi', '.']","['▁S', ""'"", 'il', '▁te', '▁plaît', ',', '▁garde', '▁le', '▁n', 'um', '▁avec', '▁toi', '.']",12,13,-10.25656509399414,-10.23623774601863,,,,,0.9842966794967651,masked_lm
73,sms,Quelqu'un a oublié le message pour le directeur.,Quelqu'un a oublié le msg pr le directeur.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Quelqu', ""'"", 'un', '▁a', '▁oublié', '▁le', '▁message', '▁pour', '▁le', '▁directeur', '.']","['▁Quelqu', ""'"", 'un', '▁a', '▁oublié', '▁le', '▁m', 's', 'g', '▁pr', '▁le', '▁directeur', '.']",11,13,-10.53578047318892,-10.493238008939302,,,,,0.963754415512085,masked_lm
74,sms,J'ai beaucoup attendu avant le rendez-vous.,J'ai bcp attendu avant le rdv.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁J', ""'"", 'ai', '▁beaucoup', '▁attendu', '▁avant', '▁le', '▁rendez', '-', 'vous', '.']","['▁J', ""'"", 'ai', '▁bcp', '▁attendu', '▁avant', '▁le', '▁rdv', '.']",11,9,-10.382568359375,-10.444859822591146,,,,,0.9308480620384216,masked_lm
75,sms,Pourquoi faut-il changer le numéro aujourd'hui ?,Pourquoi faut-il changer le num ajd ?,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Pourquoi', '▁faut', '-', 'il', '▁changer', '▁le', '▁numéro', '▁aujourd', ""'"", 'hui', '▁?']","['▁Pourquoi', '▁faut', '-', 'il', '▁changer', '▁le', '▁n', 'um', '▁a', 'j', 'd', '▁?']",11,12,-10.481061762029475,-10.354334513346354,,,,,0.8870083689689636,masked_lm
76,sms,Le rendez-vous de demain a un nouveau numéro.,Le rdv de demain a un nouveau num.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Le', '▁rendez', '-', 'vous', '▁de', '▁demain', '▁a', '▁un', '▁nouveau', '▁numéro', '.']","['▁Le', '▁rdv', '▁de', '▁demain', '▁a', '▁un', '▁nouveau', '▁n', 'um', '.']",11,10,-10.51075467196378,-10.493809509277344,,,,,0.9315471053123474,masked_lm
77,sms,"S'il vous plaît, lisez le message avant midi.","S'il vous plaît, lisez le msg avant midi.",1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁S', ""'"", 'il', '▁vous', '▁plaît', ',', '▁lisez', '▁le', '▁message', '▁avant', '▁midi', '.']","['▁S', ""'"", 'il', '▁vous', '▁plaît', ',', '▁lisez', '▁le', '▁m', 's', 'g', '▁avant', '▁midi', '.']",12,14,-10.453702290852865,-10.4825439453125,,,,,0.9651198387145996,masked_lm
78,sms,Quelqu'un a pris beaucoup de notes aujourd'hui.,Quelqu'un a pris bcp de notes ajd.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Quelqu', ""'"", 'un', '▁a', '▁pris', '▁beaucoup', '▁de', '▁notes', '▁aujourd', ""'"", 'hui', '.']","['▁Quelqu', ""'"", 'un', '▁a', '▁pris', '▁bcp', '▁de', '▁notes', '▁a', 'j', 'd', '.']",12,12,-10.389884948730469,-10.348836898803711,,,,,0.8240028023719788,masked_lm
79,sms,Merci pour le message du rendez-vous.,Merci pr le msg du rdv.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Merci', '▁pour', '▁le', '▁message', '▁du', '▁rendez', '-', 'vous', '.']","['▁Merci', '▁pr', '▁le', '▁m', 's', 'g', '▁du', '▁rdv', '.']",9,9,-10.38606177435981,-10.31827884250217,,,,,0.8642687201499939,masked_lm
80,sms,Pourquoi le numéro est-il écrit deux fois ?,Pourquoi le num est-il écrit deux fois ?,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Pourquoi', '▁le', '▁numéro', '▁est', '-', 'il', '▁écrit', '▁deux', '▁fois', '▁?']","['▁Pourquoi', '▁le', '▁n', 'um', '▁est', '-', 'il', '▁écrit', '▁deux', '▁fois', '▁?']",10,11,-10.326368713378907,-10.35445195978338,,,,,0.9834614396095276,masked_lm
81,sms,Le rendez-vous aura lieu dans vingt minutes.,Le rdv aura lieu dans 20 min.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Le', '▁rendez', '-', 'vous', '▁aura', '▁lieu', '▁dans', '▁vingt', '▁minutes', '.']","['▁Le', '▁rdv', '▁aura', '▁lieu', '▁dans', '▁20', '▁min', '.']",10,8,-10.428973388671874,-10.431681632995605,,,,,0.9170051217079163,masked_lm
82,sms,"S'il te plaît, imprime le message pour demain.","S'il te plaît, imprime le msg pr demain.",1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁S', ""'"", 'il', '▁te', '▁plaît', ',', '▁imprime', '▁le', '▁message', '▁pour', '▁demain', '.']","['▁S', ""'"", 'il', '▁te', '▁plaît', ',', '▁imprime', '▁le', '▁m', 's', 'g', '▁pr', '▁demain', '.']",12,14,-10.42516835530599,-10.390842982700892,,,,,0.9321296215057373,masked_lm
83,sms,Quelqu'un a envoyé beaucoup de documents aujourd'hui.,Quelqu'un a envoyé bcp de documents ajd.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Quelqu', ""'"", 'un', '▁a', '▁envoyé', '▁beaucoup', '▁de', '▁documents', '▁aujourd', ""'"", 'hui', '.']","['▁Quelqu', ""'"", 'un', '▁a', '▁envoyé', '▁bcp', '▁de', '▁documents', '▁a', 'j', 'd', '.']",12,12,-10.452278137207031,-10.362400690714518,,,,,0.8628317713737488,masked_lm
84,sms,Pourquoi faut-il confirmer le rendez-vous ?,Pourquoi faut-il confirmer le rdv ?,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Pourquoi', '▁faut', '-', 'il', '▁confirmer', '▁le', '▁rendez', '-', 'vous', '▁?']","['▁Pourquoi', '▁faut', '-', 'il', '▁confirmer', '▁le', '▁rdv', '▁?']",10,8,-10.352911376953125,-10.40225601196289,,,,,0.9754940271377563,masked_lm
85,sms,Le message indique le numéro de l'immeuble.,Le msg indique le num de l'immeuble.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Le', '▁message', '▁indique', '▁le', '▁numéro', '▁de', '▁l', ""'"", 'immeuble', '.']","['▁Le', '▁m', 's', 'g', '▁indique', '▁le', '▁n', 'um', '▁de', '▁l', ""'"", 'immeuble', '.']",10,13,-10.47052459716797,-10.51485384427584,,,,,0.931045413017273,masked_lm
86,sms,"S'il vous plaît, apportez le message au bureau.","S'il vous plaît, apportez le msg au bureau.",1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁S', ""'"", 'il', '▁vous', '▁plaît', ',', '▁apporte', 'z', '▁le', '▁message', '▁au', '▁bureau', '.']","['▁S', ""'"", 'il', '▁vous', '▁plaît', ',', '▁apporte', 'z', '▁le', '▁m', 's', 'g', '▁au', '▁bureau', '.']",13,15,-10.427760197566105,-10.418509928385417,,,,,0.9725732207298279,masked_lm
87,sms,Quelqu'un a beaucoup parlé pendant le rendez-vous.,Quelqu'un a bcp parlé pendant le rdv.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Quelqu', ""'"", 'un', '▁a', '▁beaucoup', '▁parlé', '▁pendant', '▁le', '▁rendez', '-', 'vous', '.']","['▁Quelqu', ""'"", 'un', '▁a', '▁bcp', '▁parlé', '▁pendant', '▁le', '▁rdv', '.']",12,10,-10.441850662231445,-10.417083740234375,,,,,0.9135687947273254,masked_lm
88,sms,J'ai reçu le message aujourd'hui.,J'ai reçu le msg ajd.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁J', ""'"", 'ai', '▁reçu', '▁le', '▁message', '▁aujourd', ""'"", 'hui', '.']","['▁J', ""'"", 'ai', '▁reçu', '▁le', '▁m', 's', 'g', '▁a', 'j', 'd', '.']",10,12,-10.40601806640625,-10.386288324991861,,,,,0.8613167405128479,masked_lm
89,sms,Pourquoi le rendez-vous change-t-il encore ?,Pourquoi le rdv change-t-il encore ?,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Pourquoi', '▁le', '▁rendez', '-', 'vous', '▁change', '-', 't', '-', 'il', '▁encore', '▁?']","['▁Pourquoi', '▁le', '▁rdv', '▁change', '-', 't', '-', 'il', '▁encore', '▁?']",12,10,-10.266702016194662,-10.22960968017578,,,,,0.974951982498169,masked_lm
90,sms,Le numéro du rendez-vous est sur le message.,Le num du rdv est sur le msg.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Le', '▁numéro', '▁du', '▁rendez', '-', 'vous', '▁est', '▁sur', '▁le', '▁message', '.']","['▁Le', '▁n', 'um', '▁du', '▁rdv', '▁est', '▁sur', '▁le', '▁m', 's', 'g', '.']",11,12,-10.353578047318893,-10.458090464274088,,,,,0.9274876117706299,masked_lm
91,sms,"S'il te plaît, écris-moi avant le rendez-vous.","S'il te plaît, écris-moi avant le rdv.",1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁S', ""'"", 'il', '▁te', '▁plaît', ',', '▁écris', '-', 'moi', '▁avant', '▁le', '▁rendez', '-', 'vous', '.']","['▁S', ""'"", 'il', '▁te', '▁plaît', ',', '▁écris', '-', 'moi', '▁avant', '▁le', '▁rdv', '.']",15,13,-10.33635762532552,-10.370747492863583,,,,,0.977676272392273,masked_lm
92,sms,Quelqu'un a demandé beaucoup de précisions aujourd'hui.,Quelqu'un a demandé bcp de précisions ajd.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Quelqu', ""'"", 'un', '▁a', '▁demandé', '▁beaucoup', '▁de', '▁précisions', '▁aujourd', ""'"", 'hui', '.']","['▁Quelqu', ""'"", 'un', '▁a', '▁demandé', '▁bcp', '▁de', '▁précisions', '▁a', 'j', 'd', '.']",12,12,-10.427220662434896,-10.347256342569986,,,,,0.8673560619354248,masked_lm
93,sms,Pourquoi le message est-il si court ?,Pourquoi le msg est-il si court ?,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Pourquoi', '▁le', '▁message', '▁est', '-', 'il', '▁si', '▁court', '▁?']","['▁Pourquoi', '▁le', '▁m', 's', 'g', '▁est', '-', 'il', '▁si', '▁court', '▁?']",9,11,-10.355321248372396,-10.423921064897018,,,,,0.962537407875061,masked_lm
94,sms,Le rendez-vous dure quinze minutes seulement.,Le rdv dure 15 min seulement.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Le', '▁rendez', '-', 'vous', '▁dure', '▁quinze', '▁minutes', '▁seulement', '.']","['▁Le', '▁rdv', '▁dure', '▁15', '▁min', '▁seulement', '.']",9,7,-10.470408121744791,-10.401572091238839,,,,,0.912962794303894,masked_lm
95,sms,"S'il vous plaît, envoyez le numéro ce soir.","S'il vous plaît, envoyez le num ce soir.",1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁S', ""'"", 'il', '▁vous', '▁plaît', ',', '▁envoyez', '▁le', '▁numéro', '▁ce', '▁soir', '.']","['▁S', ""'"", 'il', '▁vous', '▁plaît', ',', '▁envoyez', '▁le', '▁n', 'um', '▁ce', '▁soir', '.']",12,13,-10.404790878295898,-10.393059363731972,,,,,0.9861365556716919,masked_lm
96,sms,Quelqu'un a laissé un message pour demain.,Quelqu'un a laissé un msg pr demain.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Quelqu', ""'"", 'un', '▁a', '▁laissé', '▁un', '▁message', '▁pour', '▁demain', '.']","['▁Quelqu', ""'"", 'un', '▁a', '▁laissé', '▁un', '▁m', 's', 'g', '▁pr', '▁demain', '.']",10,12,-10.356946563720703,-10.338490804036459,,,,,0.9315739870071411,masked_lm
97,sms,J'ai beaucoup appris pendant le rendez-vous.,J'ai bcp appris pendant le rdv.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁J', ""'"", 'ai', '▁beaucoup', '▁appris', '▁pendant', '▁le', '▁rendez', '-', 'vous', '.']","['▁J', ""'"", 'ai', '▁bcp', '▁appris', '▁pendant', '▁le', '▁rdv', '.']",11,9,-10.326438210227273,-10.42648654513889,,,,,0.9229092597961426,masked_lm
98,sms,Pourquoi ce numéro ne fonctionne-t-il pas ?,Pourquoi ce num ne fonctionne-t-il pas ?,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Pourquoi', '▁ce', '▁numéro', '▁ne', '▁fonctionne', '-', 't', '-', 'il', '▁pas', '▁?']","['▁Pourquoi', '▁ce', '▁n', 'um', '▁ne', '▁fonctionne', '-', 't', '-', 'il', '▁pas', '▁?']",11,12,-10.227792219682174,-10.2401974995931,,,,,0.9713993668556213,masked_lm
99,sms,Le message de rendez-vous est très clair.,Le msg de rdv est très clair.,1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁Le', '▁message', '▁de', '▁rendez', '-', 'vous', '▁est', '▁très', '▁clair', '.']","['▁Le', '▁m', 's', 'g', '▁de', '▁rdv', '▁est', '▁très', '▁clair', '.']",10,10,-10.508670043945312,-10.48406982421875,,,,,0.9371351599693298,masked_lm
100,sms,"S'il te plaît, confirme aujourd'hui.","S'il te plaît, confirme ajd.",1,sms abbreviation/contraction,1,sms,sms_graphic,1,"['▁S', ""'"", 'il', '▁te', '▁plaît', ',', '▁confirme', '▁aujourd', ""'"", 'hui', '.']","['▁S', ""'"", 'il', '▁te', '▁plaît', ',', '▁confirme', '▁a', 'j', 'd', '.']",11,11,-10.336213545365768,-10.306162053888494,,,,,0.897139847278595,masked_lm
101,spoken,Nous allons partir maintenant.,On va partir maintenant.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Nous', '▁allons', '▁partir', '▁maintenant', '.']","['▁On', '▁va', '▁partir', '▁maintenant', '.']",5,5,-10.514013671875,-10.402925109863281,,,,,0.9473274350166321,masked_lm
102,spoken,Cela ne me plaît pas.,Ça ne me plaît pas.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Cela', '▁ne', '▁me', '▁plaît', '▁pas', '.']","['▁Ça', '▁ne', '▁me', '▁plaît', '▁pas', '.']",6,6,-10.396931330362955,-10.521837870279947,,,,,0.974556565284729,masked_lm
103,spoken,Je ne sais pas où il est.,Je sais pas où il est.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Je', '▁ne', '▁sais', '▁pas', '▁où', '▁il', '▁est', '.']","['▁Je', '▁sais', '▁pas', '▁où', '▁il', '▁est', '.']",8,7,-10.355140686035156,-10.296651567731585,,,,,0.9658741354942322,masked_lm
104,spoken,Il n'y a pas de problème ici.,Y a pas de problème ici.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Il', '▁n', ""'"", 'y', '▁a', '▁pas', '▁de', '▁problème', '▁ici', '.']","['▁Y', '▁a', '▁pas', '▁de', '▁problème', '▁ici', '.']",10,7,-10.366094970703125,-10.302520751953125,,,,,0.91657954454422,masked_lm
105,spoken,Est-ce que tu viens avec nous ?,Tu viens avec nous ?,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Est', '-', 'ce', '▁que', '▁tu', '▁viens', '▁avec', '▁nous', '▁?']","['▁Tu', '▁viens', '▁avec', '▁nous', '▁?']",9,5,-10.279939439561632,-10.405209350585938,,,,,0.9480488896369934,masked_lm
106,spoken,Nous ne pouvons pas rester longtemps.,On peut pas rester longtemps.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Nous', '▁ne', '▁pouvons', '▁pas', '▁rester', '▁longtemps', '.']","['▁On', '▁peut', '▁pas', '▁rester', '▁longtemps', '.']",7,6,-10.389317103794642,-10.33734385172526,,,,,0.9311465620994568,masked_lm
107,spoken,Ce n'est pas grave.,C'est pas grave.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Ce', '▁n', ""'"", 'est', '▁pas', '▁grave', '.']","['▁C', ""'"", 'est', '▁pas', '▁grave', '.']",7,6,-10.458642142159599,-10.404361724853516,,,,,0.9010463356971741,masked_lm
108,spoken,Nous avons encore du temps.,On a encore du temps.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Nous', '▁avons', '▁encore', '▁du', '▁temps', '.']","['▁On', '▁a', '▁encore', '▁du', '▁temps', '.']",6,6,-10.544835408528646,-10.386517842610678,,,,,0.9746947288513184,masked_lm
109,spoken,Je ne veux pas attendre dehors.,Je veux pas attendre dehors.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Je', '▁ne', '▁veux', '▁pas', '▁attendre', '▁dehors', '.']","['▁Je', '▁veux', '▁pas', '▁attendre', '▁dehors', '.']",7,6,-10.398413521902901,-10.326834360758463,,,,,0.9766154289245605,masked_lm
110,spoken,Est-ce que vous comprenez la situation ?,Vous comprenez la situation ?,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Est', '-', 'ce', '▁que', '▁vous', '▁comprenez', '▁la', '▁situation', '▁?']","['▁Vous', '▁comprenez', '▁la', '▁situation', '▁?']",9,5,-10.210018581814236,-10.124552917480468,,,,,0.900765061378479,masked_lm
111,spoken,Cela ne change pas grand-chose.,Ça ne change pas grand-chose.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Cela', '▁ne', '▁change', '▁pas', '▁grand', '-', 'chose', '.']","['▁Ça', '▁ne', '▁change', '▁pas', '▁grand', '-', 'chose', '.']",8,8,-10.530723571777344,-10.598812103271484,,,,,0.9846901893615723,masked_lm
112,spoken,Nous devons partir avant midi.,On doit partir avant midi.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Nous', '▁devons', '▁partir', '▁avant', '▁midi', '.']","['▁On', '▁doit', '▁partir', '▁avant', '▁midi', '.']",6,6,-10.32436498006185,-10.421531677246094,,,,,0.9706522822380066,masked_lm
113,spoken,Je ne peux pas répondre maintenant.,Je peux pas répondre maintenant.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Je', '▁ne', '▁peux', '▁pas', '▁répondre', '▁maintenant', '.']","['▁Je', '▁peux', '▁pas', '▁répondre', '▁maintenant', '.']",7,6,-10.503579275948661,-10.522841135660807,,,,,0.9712918400764465,masked_lm
114,spoken,Il n'y a pas assez de place.,Y a pas assez de place.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Il', '▁n', ""'"", 'y', '▁a', '▁pas', '▁assez', '▁de', '▁place', '.']","['▁Y', '▁a', '▁pas', '▁assez', '▁de', '▁place', '.']",10,7,-10.485243225097657,-10.462546212332589,,,,,0.8652122616767883,masked_lm
115,spoken,Est-ce qu'il arrive ce soir ?,Il arrive ce soir ?,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Est', '-', 'ce', '▁qu', ""'"", 'il', '▁arrive', '▁ce', '▁soir', '▁?']","['▁Il', '▁arrive', '▁ce', '▁soir', '▁?']",10,5,-10.25904541015625,-10.28049087524414,,,,,0.9068683981895447,masked_lm
116,spoken,Nous voulons finir ce travail aujourd'hui.,On veut finir ce travail aujourd'hui.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Nous', '▁voulons', '▁finir', '▁ce', '▁travail', '▁aujourd', ""'"", 'hui', '.']","['▁On', '▁veut', '▁finir', '▁ce', '▁travail', '▁aujourd', ""'"", 'hui', '.']",9,9,-10.31297132703993,-10.275036282009548,,,,,0.9777494668960571,masked_lm
117,spoken,Ce n'est pas très clair.,C'est pas très clair.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Ce', '▁n', ""'"", 'est', '▁pas', '▁très', '▁clair', '.']","['▁C', ""'"", 'est', '▁pas', '▁très', '▁clair', '.']",8,7,-10.468424797058105,-10.384497506277901,,,,,0.9706314206123352,masked_lm
118,spoken,Je ne sais pas pourquoi elle rit.,Je sais pas pourquoi elle rit.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Je', '▁ne', '▁sais', '▁pas', '▁pourquoi', '▁elle', '▁rit', '.']","['▁Je', '▁sais', '▁pas', '▁pourquoi', '▁elle', '▁rit', '.']",8,7,-10.424637794494629,-10.403468540736608,,,,,0.971163809299469,masked_lm
119,spoken,Nous n'allons pas annuler la réunion.,On va pas annuler la réunion.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Nous', '▁n', ""'"", 'all', 'ons', '▁pas', '▁annuler', '▁la', '▁réunion', '.']","['▁On', '▁va', '▁pas', '▁annuler', '▁la', '▁réunion', '.']",10,7,-10.407205963134766,-10.251754760742188,,,,,0.9042094349861145,masked_lm
120,spoken,Est-ce qu'on peut entrer ici ?,On peut entrer ici ?,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Est', '-', 'ce', '▁qu', ""'"", 'on', '▁peut', '▁entrer', '▁ici', '▁?']","['▁On', '▁peut', '▁entrer', '▁ici', '▁?']",10,5,-10.385867309570312,-10.287952423095703,,,,,0.8615900278091431,masked_lm
121,spoken,Cela ne semble pas possible.,Ça ne semble pas possible.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Cela', '▁ne', '▁semble', '▁pas', '▁possible', '.']","['▁Ça', '▁ne', '▁semble', '▁pas', '▁possible', '.']",6,6,-10.341710408528646,-10.455740610758463,,,,,0.9798921346664429,masked_lm
122,spoken,Nous avons besoin d'aide.,On a besoin d'aide.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Nous', '▁avons', '▁besoin', '▁d', ""'"", 'aide', '.']","['▁On', '▁a', '▁besoin', '▁d', ""'"", 'aide', '.']",7,7,-10.38197762625558,-10.384373256138392,,,,,0.9562290906906128,masked_lm
123,spoken,Je ne veux pas parler de cela.,Je veux pas parler de cela.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Je', '▁ne', '▁veux', '▁pas', '▁parler', '▁de', '▁cela', '.']","['▁Je', '▁veux', '▁pas', '▁parler', '▁de', '▁cela', '.']",8,7,-10.214957237243652,-10.14063480922154,,,,,0.9735972881317139,masked_lm
124,spoken,Il n'y a pas de bus ce soir.,Y a pas de bus ce soir.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Il', '▁n', ""'"", 'y', '▁a', '▁pas', '▁de', '▁bus', '▁ce', '▁soir', '.']","['▁Y', '▁a', '▁pas', '▁de', '▁bus', '▁ce', '▁soir', '.']",11,8,-10.438493208451705,-10.366268157958984,,,,,0.9087157249450684,masked_lm
